"chr","chromStart","chromEnd","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","geneID","ReadsCount.input.Control","ReadsCount.IP.Control","ReadsCount.input.Treated","ReadsCount.IP.Treated","ModLog2FC_control","ModLog2FC_treated","DiffModLog2FC","pvalue","padj"
"chr3",50005935,50009570,"peak_506",0.28440910202291,"+",50005935,50009570,0,1,"3635","0","10180,10181",68,406,89,162,2.98227855978248,3.12056913621662,0.0746155557823032,0.661889276288169,0.821077836408108
"chr5",77805967,77806067,"peak_507",1.13738320191488,"-",77805967,77806067,0,1,"100","0","10184",31,255,99,255,2.86181676392535,2.40992160439698,-0.221598916420476,0.219118851613904,0.454583365553939
"chr5",77805692,77805817,"peak_508",3.54416021438196,"-",77805692,77805817,0,1,"125","0","10184",41,296,53,338,2.40883998109086,3.29249963479713,0.605661129642553,0.0165669082782761,0.0857238101951118
"chr5",77783887,77784512,"peak_509",5.33838260494563,"-",77783887,77784512,0,1,"625","0","10184",69,1429,382,1447,4.75383912417337,4.13631295843787,-0.528473519613922,0.00312841099875554,0.0247164849429367
"chr5",77781062,77781262,"peak_510",0.584641549414658,"-",77781062,77781262,0,1,"200","0","10184",48,251,158,220,3.10388999905519,3.34446150461478,0.135747104471584,0.440488280516846,0.666814994160468
"chr13",40175156,40175431,"peak_511",0.576484829419296,"-",40175156,40175431,0,1,"275","0","10186",55,380,53,110,2.90844312013594,2.62954153895271,-0.13410323457866,0.445404946418505,0.670595715417806
"chr3",195609016,195609091,"peak_512",0,"-",195609016,195609091,0,1,"75","0","10188",23,135,6,54,2.27531091637246,4.06070653001789,0.845315515530756,0.0188590363686175,NA
"chr3",195594984,195595309,"peak_513",0.541127814043398,"-",195594984,195595309,0,1,"325","0","10188",42,606,19,318,2.56655654338672,2.89052156451431,0.124008530916557,0.46764742376197,0.687233460366349
"chr3",195594509,195594784,"peak_514",0.799884798356323,"-",195594509,195594784,0,1,"275","0","10188",83,623,39,282,1.89166543761818,2.22689587419688,0.173970026319609,0.335803821758879,0.57439504208474
"chr3",195590235,195590685,"peak_515",3.13930050178232,"-",195590235,195590685,0,1,"450","0","10188",79,1171,48,544,3.44254505173883,4.11165328847728,0.483740362188167,0.0253265342698649,0.113494909675453
"chr2",99952857,99957133,"peak_516",1.75361451990035,"-",99952857,99957133,0,1,"4276","0","10190",116,368,98,124,2.01409754595631,2.49078705429337,0.310117719909022,0.106372018966862,0.296557852878304
"chr12",56600012,56600412,"peak_517",2.03357285238895,"-",56600012,56600412,0,1,"400","0","10193",111,940,156,610,3.22289117651656,3.60563330501378,0.294108730824884,0.0796290427031808,0.244249437972261
"chr18",72998213,72998363,"peak_518",1.77411873049916,"+",72998213,72998363,0,1,"150","0","10194",20,150,64,316,2.88374369140434,3.59140436593902,0.327428562075014,0.104027117085,0.292372853406334
"chr18",73000238,73000338,"peak_519",0.44196787668138,"+",73000238,73000338,0,1,"100","0","10194",11,99,56,198,3.40964055339679,3.74985287506838,0.0936782474027586,0.535291269031,0.736129821706415
"chr18",73000413,73000813,"peak_520",0.912667144559477,"+",73000413,73000813,0,1,"400","0","10194",16,326,86,730,4.60405371602034,5.04707246403625,0.184808614081729,0.290352161308146,0.531202136904405
"chr17",40985585,40985862,"peak_521",1.28273879338972,"+",40985585,40985862,0,1,"277","0","10197",123,658,59,231,1.75270866519963,2.14381222914648,0.243894230957748,0.185723312832361,0.41101450298804
"chr17",40986191,40986241,"peak_522",0.137272885077466,"+",40986191,40986241,0,1,"50","0","10197",4,124,7,46,5.33061630307012,4.91283272381872,-0.0122935177104751,0.825641248932015,0.909236253931715
"chr12",123705994,123706094,"peak_523",0,"-",123705994,123706094,0,1,"100","0","10198",15,95,24,25,3.42952358810782,3.06683102663627,-0.0730640787656726,0.595208689722265,NA
"chr12",123687316,123687466,"peak_524",0.281644923951106,"-",123687316,123687466,0,1,"150","0","10198",45,197,44,43,2.6615986282354,2.45771354273511,-0.0709750811827025,0.664769709094369,0.822652515004282
"chr2",71360111,71360261,"peak_525",0.791411483630878,"+",71360111,71360261,0,1,"150","0","10199",37,112,41,35,2.38036313327984,2.86354314823516,0.159891475236962,0.339211146569735,0.577778536520289
"chr2",71360436,71361082,"peak_526",0.286652840739687,"+",71360436,71361082,0,1,"646","0","10199",77,551,103,137,3.46007354725314,3.58916694487931,0.0741704961542058,0.660084818046523,0.819801854843611
"chr15",59009909,59041761,"peak_527",3.39259011387692,"-",59009909,59041761,0,1,"31852","0","102",113,346,130,140,2.33606112474597,2.98285940166369,0.486797107572091,0.0192756408545323,0.0952200955044158
"chr15",58889434,58889534,"peak_528",0.502528506843093,"-",58889434,58889534,0,1,"100","0","102",119,300,169,95,2.10607113006066,2.30823337227521,0.11877993839336,0.491394624681039,0.705868571851417
"chr3",48335788,48336038,"peak_529",0.518499255666064,"-",48335788,48336038,0,1,"250","0","10201",30,186,37,62,2.77667934085016,2.40002236137688,-0.111607533006691,0.48259543264619,0.698097642393519
"chr13",50586349,50587099,"peak_530",0.919427069732254,"+",50586349,50587099,0,1,"750","0","10206,283518",42,328,93,230,3.55940160030272,3.91682338767272,0.192672239218184,0.287683706090796,0.528718946105872
"chr13",31205236,31205611,"peak_531",1.13962281360152,"+",31205236,31205611,0,1,"375","0","10208",39,325,62,172,3.66400988413221,4.10515518401478,0.230068636893241,0.218471585082552,0.453878226653301
"chr13",31231846,31232071,"peak_532",0.206919078836882,"+",31231846,31232071,0,1,"225","0","10208",19,121,40,64,3.39621218061692,3.56448929171068,0.051121265968027,0.747392221421138,0.866385450836351
"chr13",31232346,31232446,"peak_533",0,"+",31232346,31232446,0,1,"100","0","10208",13,104,44,22,3.77415286447905,2.0611056153034,-1.0124989261716,0.0105677538199736,NA
"chr13",31233321,31233546,"peak_534",1.05746768580843,"+",31233321,31233546,0,1,"225","0","10208",13,183,56,96,4.55230132657748,3.95253082177784,-0.21034464790819,0.243060166402278,0.480474681017706
"chr7",92462912,92462962,"peak_535",0.598447910885292,"-",92462912,92462962,0,1,"50","0","1021",57,228,43,98,1.66550515585617,1.98762112430466,0.137017193832338,0.430815894910265,0.660464117910367
"chr7",92462437,92462487,"peak_536",5.74968115572741,"-",92462437,92462487,0,1,"50","0","1021",126,294,194,178,2.00399249327322,2.96209953558529,0.775984632357923,0.00212635226986306,0.0185854682182085
"chr7",92244184,92244384,"peak_537",0.347586702115324,"-",92244184,92244384,0,1,"200","0","1021",76,477,112,248,2.86062735261898,3.00256831398707,0.0863226862889741,0.607041517730949,0.785897625437106
"chr9",32544191,32544241,"peak_538",0,"-",32544191,32544241,0,1,"50","0","10210",10,54,12,14,3.17506445055831,3.14909511379611,-0.00315428849356515,0.976562618478057,NA
"chr9",32542016,32542116,"peak_539",1.43283419419727,"-",32542016,32542116,0,1,"100","0","10210",19,130,77,82,3.34463539362644,2.65493180545296,-0.275247648018325,0.15557387990374,0.370402516614451
"chr9",32541341,32541641,"peak_540",0.626993696076648,"-",32541341,32541641,0,1,"300","0","10210",19,174,39,100,3.96220090767524,4.36915968270439,0.133740549956849,0.415464744056373,0.647524328808824
"chr19",14523379,14523888,"peak_541",0.974049686927621,"-",14523379,14523888,0,1,"509","0","10212",260,1401,205,409,2.26579125391675,2.06329253271833,-0.160669895683974,0.269543875524152,0.509075066854982
"chr3",38022455,38022655,"peak_542",6.23031737392506,"+",38022455,38022655,0,1,"200","0","10217",46,159,77,156,2.27225236355701,3.42244288699004,0.92869944287171,0.00138658881123173,0.0133194897490794
"chr12",56142483,56143651,"peak_543",6.83700916018656,"+",56142483,56143651,0,1,"1168","0","10220",78,669,140,802,3.15309999855167,3.94162421944047,0.678728866313012,0.000815008845621646,0.00874692015511196
"chr12",56145201,56145801,"peak_544",0.16495975880733,"+",56145201,56145801,0,1,"600","0","10220",36,493,78,375,3.96358843621118,4.05480754377437,0.0457253789602841,0.790916830175007,0.891953398391017
"chr8",126448737,126448912,"peak_545",16.6918631168289,"+",126448737,126448912,0,1,"175","0","10221",18,127,130,1098,3.14895872639431,5.19412236381551,1.88390800049049,2.98899799353295e-07,9.44601255154942e-06
"chr19",4839070,4839220,"peak_546",15.8615347784236,"-",4839070,4839220,0,1,"150","0","10226",438,1157,489,840,1.43603247902746,2.16832190798066,0.690661385919644,5.79943641474998e-07,1.67958603271356e-05
"chr1",180991811,180991861,"peak_547",0.134760072564811,"-",180991811,180991861,0,1,"50","0","10228",35,135,48,47,2.6051247974495,2.70714725059699,0.0348270292550155,0.829264474877647,0.9108212951557
"chr1",180945150,180945650,"peak_548",0.239642236015566,"-",180945150,180945650,0,1,"500","0","10228",130,1426,154,589,3.64045286938179,3.71716330445332,0.055645155876693,0.712692558995868,0.84695531692527
"chr1",23636850,23637175,"peak_549",3.15523516485216,"-",23636850,23637175,0,1,"325","0","10236",630,3406,573,1081,2.75577724695581,3.01340301655125,0.23574062776223,0.0248016965897551,0.112248248222086
"chr9",127996142,127996342,"peak_550",2.33518159174509,"+",127996142,127996342,0,1,"200","0","10244",36,166,56,94,2.98561437701965,3.79565612005455,0.429034791248577,0.0574986203922482,0.198171088826143
"chr7",100304791,100305066,"peak_551",1.81072095822743,"+",100304791,100305066,0,1,"275","0","10248",187,1023,145,227,2.53872435387556,2.14288858082097,-0.289007332716753,0.100110539701683,0.285048446062257
"chr9",130551805,130552355,"peak_552",1.70936070946774,"+",130551805,130552355,0,1,"550","0","1025",196,1295,151,445,2.86828144968232,3.20633721976929,0.259650308230763,0.112420691162581,0.305795544269487
"chr13",80911586,80911686,"peak_553",0.217764401913721,"-",80911586,80911686,0,1,"100","0","10253",29,183,33,85,2.3058914996774,2.1366759621958,-0.052651393446167,0.734997751667302,0.859896899509277
"chr13",80910986,80911561,"peak_554",0.1517424403114,"-",80910986,80911561,0,1,"575","0","10253",64,796,56,249,3.7239841432243,3.64624802026,-0.0415949486727271,0.806082542794103,0.900162618576011
"chr15",65983075,65983300,"peak_555",0.724450656324398,"-",65983075,65983300,0,1,"225","0","10260",10,88,20,62,3.83779626504514,4.4664665713441,0.123889876091451,0.368364062321975,0.605227456841288
"chr1",149899080,149899636,"peak_556",4.69312777974724,"-",149899080,149899636,0,1,"556","0","10262",97,357,201,149,2.03707308980861,1.25822090756051,-0.61947134793638,0.00565789441904751,0.0386569659532387
"chr11",67273960,67274010,"peak_557",2.26885443054411,"-",67273960,67274010,0,1,"50","0","10263",260,1123,218,182,2.67931604927633,2.30337556636939,-0.30020933712722,0.0612945239472154,0.207494581764091
"chr1",40758341,40758491,"peak_558",0.471386514512106,"+",40758341,40758491,0,1,"150","0","10269",39,133,53,37,2.3345960024674,2.65079313412303,0.107813705628318,0.512221778121185,0.721271080766342
"chr12",12870901,12871051,"peak_559",0.819970094247879,"+",12870901,12871051,0,1,"150","0","1027",98,653,161,469,2.17089885340779,1.93133283084784,-0.16338985561864,0.325910858669385,0.566453684594342
"chr12",12871126,12871886,"peak_560",16.1358648923783,"+",12871126,12871886,0,1,"760","0","1027",189,1145,324,849,3.23294729608078,4.07923818786196,0.79413749305471,4.66634657475923e-07,1.38873909412006e-05
"chr19",15483710,15483760,"peak_561",13.0561841696854,"-",15483710,15483760,0,1,"50","0","10270",66,230,25,117,1.94819200603658,3.88846955860349,1.75028046405117,5.2883124010877e-06,0.000117407796144972
"chr19",15465631,15465981,"peak_562",1.10614206945129,"-",15465631,15465981,0,1,"350","0","10270",138,1286,108,512,3.07360845445351,3.34021492113493,0.197092276498724,0.228080627448017,0.464534589810881
"chr19",15465006,15465056,"peak_563",0,"-",15465006,15465056,0,1,"50","0","10270",15,84,16,14,3.21216132781538,2.6912906546494,-0.0898213438394265,0.496508031734498,NA
"chr19",681816,682091,"peak_564",0.11149143286895,"+",681816,682091,0,1,"275","0","10272",455,2996,275,698,2.74104451358033,2.7134203828091,-0.0244213761530771,0.854171444617487,0.925630666332945
"chr16",732452,732752,"peak_565",0.814406794671627,"+",732452,732752,0,1,"300","0","10273",810,4099,600,1243,2.0805872437317,1.97109887225884,-0.0999653594421306,0.329334241851276,0.568642252080633
"chr10",5498889,5499139,"peak_566",0.662609738515926,"+",5498889,5499139,0,1,"250","0","10276",47,750,215,853,4.76015631504929,4.98063612074043,0.139661298519106,0.397845576113695,0.631734497455822
"chr1",10093615,10093665,"peak_567",0.534948062022736,"+",10093615,10093665,0,1,"50","0","10277",35,140,24,44,2.15812907297126,2.57780836169549,0.110141017293683,0.471504472534822,0.690183523315154
"chr9",34635418,34635593,"peak_568",1.38441551396402,"-",34635418,34635593,0,1,"175","0","10280",501,2094,337,453,2.16705107358093,1.96049837091738,-0.177063215824588,0.164843303160088,0.383044652579537
"chr13",21714777,21721015,"peak_569",5.97868159734763,"+",21714777,21721015,0,1,"6238","0","10284",537,2257,789,1139,2.57260523161384,2.96708166983068,0.362843131941391,0.00176195574169681,0.0158576016752713
"chr1",115110578,115110703,"peak_570",0.784290904379791,"-",115110578,115110703,0,1,"125","0","10286,163259",36,152,70,40,2.8063604121853,2.37074683196896,-0.161829081885605,0.341660556600531,0.580637274718971
"chr2",220313685,220315408,"peak_571",4.69128864420751,"+",220313685,220315408,0,1,"1723","0","10290",10,160,6,179,4.01783795790575,6.25843022341416,1.45787174085777,0.00566910116991409,0.0387062769532065
"chr3",49866227,49866502,"peak_572",0.135615144765887,"-",49866227,49866502,0,1,"275","0","10293",36,358,21,80,3.23177758896004,3.12378043764472,-0.035081762873043,0.8279469207255,0.910281619622061
"chr4",1333157,1333907,"peak_573",4.0283618320161,"+",1333157,1333907,0,1,"750","0","10296",310,2500,218,699,3.29192039493538,3.69655937918262,0.354627833262324,0.010514302532992,0.0612833157919443
"chr19",1460252,1462024,"peak_574",0.144917539866035,"+",1460252,1462024,0,4,"67,78,117,63","0,526,783,1709","10297",37,721,30,299,3.64640172231717,3.55399790285892,-0.0429050482012397,0.814286271099344,0.90443107065894
"chr1",154574638,154574688,"peak_575",1.04596484832797,"-",154574638,154574688,0,1,"50","0","103",267,776,547,545,1.82441472338079,2.01980531727341,0.159840785541077,0.246303782348893,0.484320895084912
"chr1",154573538,154574013,"peak_576",10.2041238019659,"-",154573538,154574013,0,1,"475","0","103",880,7467,2837,6305,3.30169080883028,3.022985342627,-0.27077406868577,5.19012515800949e-05,0.000847720442474883
"chr1",154557108,154557358,"peak_577",4.79664513572449,"-",154557108,154557358,0,1,"250","0","103",268,2095,919,1572,3.35108197647628,2.99345868343964,-0.324986488426699,0.00510667954205664,0.0359803957276932
"chr5",54527080,54527380,"peak_578",0.545966156749493,"-",54527080,54527380,0,1,"300","0","10309",22,594,11,163,4.69018827504704,5.11667642580039,0.114929383376026,0.463086400474652,0.684932557184493
"chr1",51434832,51435032,"peak_579",2.12498392878926,"+",51434832,51435032,0,1,"200","0","1031",170,1121,56,324,1.92460569066481,2.41283614315109,0.345749670115154,0.071715254779231,0.229253564606182
"chr1",51435482,51435702,"peak_580",0.299865637983472,"+",51435482,51435702,0,1,"220","0","1031",61,468,30,81,2.92260313635285,2.73361731460459,-0.0778533996407376,0.646797996685579,0.81232804709948
"chr1",51435977,51440022,"peak_581",11.6258057412472,"+",51435977,51440022,0,1,"4045","0","1031",291,2001,236,500,3.53485288050874,4.24637131472054,0.657680815167414,1.65686143753833e-05,0.000316434442263718
"chr21",38639106,38639571,"peak_582",1.11691310848946,"-",38639106,38639571,0,1,"465","0","10311",51,242,78,66,2.83650114134435,2.36349862921971,-0.220903132794574,0.225026862443792,0.461079328285042
"chr21",38597375,38597550,"peak_583",0.943592736129563,"-",38597375,38597550,0,1,"175","0","10311",23,159,64,92,3.03966107992693,2.48127010479634,-0.186708793308524,0.278885734777894,0.519936471716973
"chr11",63449046,63449096,"peak_584",0.277504964196073,"+",63449046,63449096,0,1,"50","0","10313",72,394,37,109,2.00743072908713,2.17134704689957,0.0727635094627299,0.668891001696968,0.825016590193743
"chr11",63449171,63449221,"peak_585",8.20948262751202,"+",63449171,63449221,0,1,"50","0","10313",125,492,77,159,2.50333547559022,3.53164518826372,0.890583654308701,0.000257328163166551,0.0033783098561282
"chr5",150409803,150410103,"peak_586",1.17270726040714,"-",150409803,150410103,0,1,"300","0","10318",148,1023,402,928,2.83307533081752,2.6147052810838,-0.177067342300212,0.211003847085075,0.443588152636922
"chr19",10677687,10677762,"peak_587",0,"-",10677687,10677762,0,1,"75","0","1032",9,82,10,28,2.94680124764015,2.43666999804131,-0.0751282523203514,0.536149586470891,NA
"chr2",73453188,73453338,"peak_588",7.84464858938935,"+",73453188,73453338,0,1,"150","0","10322",88,533,87,112,2.28219653617446,1.19316713149364,-0.93175081189987,0.000346612078612607,0.00435036272535513
"chr2",170361483,170361608,"peak_589",0,"+",170361483,170361608,0,1,"125","0","10324,129880",8,46,7,45,2.41861164922482,3.84549545215459,0.203451558932654,0.113084569039044,NA
"chr12",56726679,56726929,"peak_590",0.157467069948785,"-",56726679,56726929,0,1,"250","0","10330,9924",13,163,18,80,3.64960884557058,3.48624488909778,-0.0348849522003687,0.799748269795644,0.896597840716123
"chr12",56708977,56709680,"peak_591",4.61541391684757,"-",56708977,56709680,0,1,"703","0","10330,9924",218,892,139,389,1.68723219120638,2.26622291708934,0.485247114370391,0.00610138051483271,0.0407964119606526
"chr12",56708464,56708539,"peak_592",0.989001371840271,"-",56708464,56708539,0,1,"75","0","10330,9924",34,98,57,56,2.18615901552173,2.71540106626877,0.200250620464839,0.265622762496788,0.50382640112294
"chr4",755164,758806,"peak_593",0.268896004791743,"+",755164,758806,0,1,"3642","0","10336",142,487,140,175,1.79716905474193,1.68365359626457,-0.0695695666886286,0.67836925068571,0.829954409855329
"chr4",759873,760273,"peak_594",3.30621391177822,"+",759873,760273,0,1,"400","0","10336",93,713,149,281,3.05300084179309,2.47775453999909,-0.445990182377094,0.0211839307871887,0.10109517781471
"chr4",763273,763423,"peak_595",0,"+",763273,763423,0,1,"150","0","10336",9,80,17,27,3.4371400567869,2.69195575155328,-0.124889556982672,0.343871024225626,NA
"chr19",1065418,1065568,"peak_596",2.07358715469024,"+",1065418,1065568,0,1,"150","0","10347",13,181,8,159,3.07690331995357,4.36447391440095,0.322188901015802,0.0762944983467144,0.237568069079951
"chr1",119575363,119575738,"peak_597",0.135897921587319,"-",119575363,119575738,0,1,"375","0","10352",43,513,92,312,4.01630955129933,4.08470323480621,0.0370305463853399,0.827460366175321,0.910103216487129
"chr15",77775834,77776084,"peak_598",0.269603461890751,"+",77775834,77776084,0,1,"250","0","10363",50,235,79,142,2.38803689236035,2.53326821062718,0.0714411780418555,0.677780170818897,0.829547523310829
"chr19",16437965,16438190,"peak_599",1.73796738885623,"+",16437965,16438190,0,1,"225","0","10365",82,611,42,154,3.07042061530433,3.61796718910754,0.324453281929906,0.108913649939209,0.299791754960657
"chr10",74127608,74127833,"peak_600",1.63352621858457,"-",74127608,74127833,0,1,"225","0","10367",173,608,239,365,1.97579198718067,2.31889444349071,0.257254144154634,0.123013294919534,0.322299483475376
"chr6",139694641,139694891,"peak_601",0.561761095033571,"-",139694641,139694891,0,1,"250","0","10370",1231,8755,550,2186,2.10407717753727,2.03431170243689,-0.0649587343166808,0.454163598492595,0.677474666755097
"chr6",139694041,139694416,"peak_602",5.70485647494235,"-",139694041,139694416,0,1,"375","0","10370",383,2710,407,578,3.26227560247577,2.82902153574546,-0.3920651836712,0.00221979599378934,0.0191719849802645
"chr12",49523478,49523578,"peak_603",124.113516790839,"-",49523478,49523578,0,1,"100","0","10376",233,2685,348,234,3.72809283054561,1.25664193615765,-2.44461653201527,8.95936652860783e-41,4.34618870302766e-38
"chr16",89984736,89984961,"peak_604",0,"+",89984736,89984961,0,1,"225","0","10381,4157",8,132,10,77,3.54735545249211,3.46355954265377,-0.0134525610070688,0.912969559373905,NA
"chr16",89985236,89985486,"peak_605",2.96131440470668,"+",89985236,89985486,0,1,"250","0","10381,4157",19,282,38,157,3.20014533934701,2.1680790069102,-0.578717961530422,0.030262770776529,0.128397195434664
"chr16",89985511,89986011,"peak_606",0.0345069604416352,"+",89985511,89986011,0,1,"500","0","10381,4157",41,825,53,600,3.67045566435035,3.69041609994272,0.011799779485455,0.95352112287853,0.97636537563773
"chr16",89986461,89987211,"peak_607",0.0764154023029387,"+",89986461,89987211,0,1,"750","0","10381,4157",41,678,63,483,3.74065665052073,3.78293313160079,0.0225310562671404,0.898400681484365,0.948411195106049
"chr16",89987261,89988442,"peak_608",1.29261749352024,"+",89987261,89988442,0,1,"1181","0","10381,4157",21,146,26,153,2.2135920140467,2.90701931273494,0.238371756972073,0.183235767070948,0.40820973871925
"chr9",140135735,140135785,"peak_609",33.2114004554412,"+",140135735,140135785,0,1,"50","0","10383",89,1922,88,260,3.94651984032409,2.10176491554411,-1.77373234106812,1.22290579196103e-12,1.00547728759372e-10
"chr9",140137094,140137369,"peak_610",107.447403606129,"+",140137094,140137369,0,1,"275","0","10383",4440,21616,3446,4405,2.23384926043098,1.60200425444952,-0.628028289856182,1.02487280403944e-35,4.51968906581392e-33
"chr6",26452091,26452466,"peak_611",1.91804006356238,"+",26452091,26452466,0,1,"375","0","10384",34,344,60,302,3.53688404058879,4.15013890706604,0.349477557324764,0.0901683218425261,0.264613750307377
"chr6",26392710,26393010,"peak_612",0.216888780070534,"+",26392710,26393010,0,1,"300","0","10385",22,283,49,279,3.66818280947143,3.8093759887684,0.0573051841478856,0.736293133120512,0.860418959284283
"chr6",26393210,26393460,"peak_613",0.91179889214659,"+",26393210,26393460,0,1,"250","0","10385",34,238,87,268,2.98503825420562,3.37647171815893,0.191610301669783,0.290772714332275,0.531521924758653
"chr6",26393885,26394110,"peak_614",0.803056342942299,"+",26393885,26394110,0,1,"225","0","10385",10,178,66,163,4.93674557808796,4.40217560509725,-0.162816483504555,0.334239386432518,0.573133709290966
"chr16",22358031,22359131,"peak_615",16.328626766073,"-",22358031,22359131,0,1,"1100","0","1039",1195,16853,603,3232,4.19523159669199,4.62841702064161,0.418703029227344,4.03262795874419e-07,1.21504833713466e-05
"chr16",22357881,22358006,"peak_616",5.44908459870309,"-",22357881,22358006,0,1,"125","0","1039",109,884,74,86,3.48448678455112,2.58562613804827,-0.725392191964831,0.00280745276583277,0.0228908588213054
"chr18",3262710,3273059,"peak_617",17.8028019496831,"+",3262710,3273059,0,1,"10349","0","103910",1109,4807,1290,1680,2.85889591856127,3.31108993406505,0.437066090956014,1.30274429132089e-07,4.3734342956385e-06
"chr7",30492359,30492409,"peak_618",0,"-",30492359,30492409,0,1,"50","0","10392",1,57,9,60,5.45643444359973,3.63456460555921,-0.127569760083863,0.176146978193438,NA
"chr7",30491809,30492284,"peak_619",0.0974508726874027,"-",30491809,30492284,0,1,"475","0","10392",13,328,29,354,4.10175036787086,4.01624631086322,-0.0250300900316432,0.869461396741478,0.934683043898706
"chr8",12958135,12958210,"peak_620",10.684967256778,"-",12958135,12958210,0,1,"75","0","10395",59,202,46,128,2.23867206560453,3.84218562673265,1.41289413060359,3.51241597714671e-05,0.000607441351341842
"chr8",12957785,12957985,"peak_621",12.0736609484297,"-",12957785,12957985,0,1,"200","0","10395",242,1044,110,416,1.89143983187634,2.90455524013713,0.921760965525438,1.17643985654117e-05,0.000231988200978911
"chr8",12956039,12957135,"peak_622",1.43512518572978,"-",12956039,12957135,0,1,"1096","0","10395",266,1223,196,357,2.39829997497909,2.68230135128724,0.221202185711883,0.155089502223971,0.369814786301128
"chr8",12943046,12943296,"peak_623",1.22235024931399,"-",12943046,12943296,0,1,"250","0","10395",76,323,114,127,2.86808759527749,3.25645854847836,0.240983836970851,0.199360894218557,0.428583956505305
"chr8",12940871,12941021,"peak_624",0.100981442691941,"-",12940871,12941021,0,1,"150","0","10395",48,215,46,41,2.93570541130084,2.85945037662922,-0.0274831697603284,0.865620331510136,0.932398479750769
"chr21",46596054,46596454,"peak_625",5.44908459870309,"+",46596054,46596454,0,1,"400","0","104",76,836,263,1833,3.39471663519891,4.02623841782956,0.538013346071898,0.00279864422852819,0.0228908588213054
"chr1",145585576,145585751,"peak_626",0.851229264403874,"+",145585576,145585751,0,1,"175","0","10401",111,399,100,183,1.78025107510321,2.09530939005227,0.181068247101423,0.312750477193976,0.554312226842519
"chr5",17217744,17275466,"peak_627",317.644034354221,"+",17217744,17275466,0,1,"57722","0","10409",2522,21196,1815,8055,3.72215556464073,4.87529901326939,1.14873334508972,1.48220302663074e-99,2.39672229406191e-96
"chr5",17275516,17276241,"peak_628",93.499004538758,"+",17275516,17276241,0,1,"725","0","10409",3601,61974,2111,24968,3.68028249030353,4.21220790379596,0.526793879373897,2.13565844181654e-31,7.1448821387945e-29
"chr11",102100494,102100844,"peak_629",1.75911880128048,"+",102100494,102100844,0,1,"350","0","10413",402,2282,742,890,3.11115387113742,2.89769967575881,-0.189230766971812,0.105571099884963,0.295428558143613
"chr16",30364751,30364976,"peak_630",1.97787241773761,"-",30364751,30364976,0,1,"225","0","10421",380,1852,280,765,1.89300900066117,2.15323688297505,0.223990045392181,0.0846402895953845,0.253863974250026
"chr16",30364086,30364336,"peak_631",1.03531963847383,"-",30364086,30364336,0,1,"250","0","10421",127,810,142,291,2.72332030451783,2.45252969233001,-0.191233128062154,0.249888033962919,0.48790776927113
"chr16",30362286,30362436,"peak_632",1.54627844035983,"-",30362286,30362436,0,1,"150","0","10421",41,237,47,75,2.35777635971444,1.72657367421835,-0.297081000863799,0.136074058165819,0.342392156876326
"chr9",138824889,138825164,"peak_633",1.84612944986146,"-",138824889,138825164,0,1,"275","0","10422",65,454,86,135,2.99946156623498,2.46314266954304,-0.332787055742182,0.0967231199248788,0.27813757235225
"chr4",129192216,129192541,"peak_634",1.46591758973711,"-",129192216,129192541,0,1,"325","0","10424",428,4152,862,1709,4.00572140601174,4.16609989753508,0.145517497814865,0.149350700435381,0.362005221126314
"chr3",48964988,48986519,"peak_635",0.135016973148721,"+",48964988,48986519,0,1,"21531","0","10425",119,922,190,359,3.51002508211891,3.45652901509939,-0.0342464576185264,0.828810557324945,0.910659119724419
"chr4",110384125,110384600,"peak_636",5.00338098076857,"+",110384125,110384600,0,1,"475","0","10427",75,593,147,411,3.74970175422266,4.48268792777184,0.598338951901328,0.00424174841243836,0.0311768508314219
"chr11",65088427,65089352,"peak_637",5.44217119976536,"+",65088427,65089352,0,1,"925","0","10435",185,2723,266,1489,3.28212771215734,2.80699765233177,-0.422752786328728,0.00283302144717259,0.0230008151300992
"chr11",65089602,65089852,"peak_638",0.654718544436962,"+",65089602,65089852,0,1,"250","0","10435",20,189,34,100,3.14303052628083,2.72758425535692,-0.14099202616043,0.401659781970277,0.635199400315852
"chr12",7085007,7085082,"peak_639",1.52069288931059,"+",7085007,7085082,0,1,"75","0","10436,716",59,444,92,138,3.31894651727084,2.84687326653768,-0.29170828645885,0.139989338591616,0.348518491920928
"chr12",7177899,7178099,"peak_640",4.69452261676689,"+",7177899,7178099,0,1,"200","0","10436,716",11,92,68,461,3.35668665533826,4.80159003843623,0.945521781930261,0.00564844627322208,0.0386196094029603
"chr19",18266749,18266999,"peak_641",52.1142738649117,"+",18266749,18266999,0,1,"250","0","10437,5296",203,1083,83,693,2.39124506512855,4.35017376956045,1.90975178163162,1.43776532974554e-18,2.05135282782224e-16
"chr1",201924668,201926496,"peak_642",0.0746960871833003,"+",201924668,201926496,0,1,"1828","0","10440",103,392,120,129,2.34437994617774,2.38351190271245,0.0203181112547835,0.903640739838038,0.949542126926096
"chr1",201938630,201939005,"peak_643",2.12832083171672,"+",201938630,201939005,0,1,"375","0","10440",262,1358,340,310,3.11166189000375,2.78652945634642,-0.268593827653607,0.0712801589638879,0.228723921926716
"chr13",33110199,33110399,"peak_644",0.0764154023029387,"-",33110199,33110399,0,1,"200","0","10443",49,200,92,75,2.80345992616438,2.75421744818284,-0.0270071152115973,0.897262998196691,0.948411195106049
